ID_Transaction,deviceCategory,operatingSystem,campaign,medium,continent,Products,Products_Category,CA
ORD201707172639,desktop,Chrome OS,(not set),organic,Americas,16,3,5137.7600000000011
ORD201705262121,desktop,Chrome OS,(not set),(none),Americas,16,3,5127.2
ORD201703202193,desktop,Chrome OS,(not set),(none),Americas,10,1,5102.0
ORD201609281859,desktop,Macintosh,(not set),(none),Americas,40,1,5084.2
ORD201610192082,desktop,Macintosh,(not set),(none),Americas,12,4,5079.54
ORD201611022054,desktop,Chrome OS,(not set),(none),Americas,16,5,5078.4000000000005
ORD201611011533,desktop,Macintosh,(not set),(none),Americas,10,4,5077.4
ORD201706052720,desktop,Windows,(not set),organic,Americas,14,3,5058.06
ORD201610141916,desktop,Windows,(not set),(none),Americas,16,2,5043.5999999999995
ORD20160806927,desktop,Macintosh,(not set),(none),Americas,26,1,5027.0999999999985
ORD201610202145,desktop,Macintosh,(not set),(none),Americas,8,2,5019.4
ORD201608171601,desktop,Macintosh,(not set),(none),Americas,8,1,5005.32
ORD201610182098,mobile,Android,(not set),(none),Americas,16,4,5002.48
ORD201701092189,desktop,Macintosh,(not set),(none),Americas,8,3,4994.4
ORD201608221766,desktop,Windows,(not set),organic,Americas,20,1,4991.44
ORD201707312465,desktop,Windows,(not set),organic,Americas,4,2,4988.0
ORD201612231502,desktop,Macintosh,(not set),(none),Americas,20,1,4985.0
ORD201609071604,desktop,Macintosh,(not set),cpm,Americas,6,1,4969.71
ORD201610141814,desktop,Windows,(not set),(none),Americas,20,3,4969.0
ORD201612172245,mobile,Android,(not set),(none),Americas,18,3,4948.7499999999991
ORD201611283825,desktop,Windows,(not set),(none),Americas,24,6,4947.7200000000012
ORD201701102129,desktop,Macintosh,(not set),(none),Americas,8,3,4942.24
ORD201611242094,desktop,Macintosh,(not set),(none),Americas,26,6,4926.74
ORD201612212603,desktop,Linux,(not set),(none),Americas,28,1,4914.0
ORD201703152263,desktop,Macintosh,(not set),(none),Americas,10,2,4904.3
ORD201702092523,desktop,Chrome OS,(not set),organic,Americas,20,5,4875.8
ORD201703202206,desktop,Macintosh,(not set),organic,Americas,18,4,4847.58
ORD201703302334,desktop,Macintosh,(not set),(none),Americas,12,4,4830.6
ORD201611091919,desktop,Macintosh,(not set),(none),Americas,16,3,4781.2
ORD201608291586,desktop,Macintosh,(not set),organic,Americas,14,1,4777.5700000000006
ORD201609152118,desktop,Macintosh,(not set),(none),Americas,36,1,4773.06
ORD201707102804,desktop,Macintosh,(not set),(none),Americas,20,5,4751.2
ORD201705192387,desktop,Macintosh,(not set),organic,Americas,26,6,4745.0
ORD201706152307,desktop,Macintosh,(not set),(none),Americas,16,5,4740.64
ORD201706162096,desktop,Chrome OS,(not set),referral,Americas,4,2,4739.0
ORD201608191576,desktop,Chrome OS,(not set),(none),Americas,18,1,4732.11
ORD201608151870,desktop,Macintosh,(not set),(none),Americas,28,1,4730.0400000000009
ORD201704122239,desktop,Chrome OS,(not set),(none),Americas,26,7,4723.1600000000008
ORD201609061639,desktop,Windows,(not set),organic,Americas,44,1,4706.1299999999992
ORD201706142349,desktop,Windows,(not set),cpm,Americas,4,2,4683.12
ORD201610172025,desktop,Macintosh,(not set),(none),Americas,22,3,4665.1
ORD201705163236,desktop,Macintosh,(not set),(none),Americas,30,3,4660.05
ORD201608251630,desktop,Windows,AW - Dynamic Search Ads Whole Site,cpc,Americas,30,1,4656.6500000000015
ORD201609081668,desktop,Macintosh,(not set),(none),Americas,40,1,4650.0
ORD201611082048,desktop,Macintosh,(not set),(none),Americas,14,3,4645.2
ORD201705022368,desktop,Macintosh,AW - Accessories,cpc,Americas,14,4,4628.33
ORD201612162927,desktop,Chrome OS,(not set),(none),Americas,14,6,4618.1799999999994
ORD201611172392,desktop,Macintosh,(not set),(none),Americas,36,1,4605.9299999999994
ORD201702152488,desktop,Chrome OS,(not set),(none),Americas,18,3,4604.58
ORD201609191754,desktop,Macintosh,(not set),organic,Americas,12,1,4596.84
ORD201706282685,mobile,iOS,(not set),(none),Americas,20,4,4576.3
ORD201706122569,desktop,Windows,(not set),organic,Americas,12,4,4564.44
ORD201609231191,desktop,Linux,(not set),(none),Americas,40,1,4520.2000000000016
ORD201702212262,desktop,Macintosh,(not set),organic,Americas,8,3,4493.6
ORD201703212343,desktop,Macintosh,(not set),(none),Americas,16,4,4476.0
ORD201610172012,desktop,Macintosh,(not set),(none),Americas,18,3,4471.65
ORD201707182691,desktop,Macintosh,(not set),organic,Americas,22,6,4469.3000000000011
ORD201707062506,desktop,Macintosh,(not set),organic,Americas,10,2,4462.5
ORD201707052698,desktop,Macintosh,(not set),(none),Americas,10,2,4457.5
ORD201707312631,mobile,Android,(not set),(none),Americas,14,3,4436.7400000000007
ORD201609261885,desktop,Chrome OS,(not set),(none),Americas,24,1,4435.9199999999992
ORD201704212123,desktop,Macintosh,(not set),(none),Americas,26,3,4432.58
ORD201707312663,desktop,Macintosh,(not set),(none),Americas,34,3,4427.82
ORD201707172638,desktop,Macintosh,(not set),(none),Americas,38,4,4418.4500000000016
ORD201610052885,desktop,Macintosh,(not set),(none),Americas,22,1,4417.38
ORD201705122067,desktop,Linux,(not set),(none),Americas,12,4,4410.72
ORD201706202295,desktop,Chrome OS,(not set),(none),Americas,12,3,4410.4800000000005
ORD201703222293,desktop,Macintosh,(not set),(none),Americas,6,3,4406.4
ORD201611283780,desktop,Chrome OS,(not set),(none),Americas,18,2,4400.82
ORD201611172417,desktop,Macintosh,(not set),(none),Americas,12,1,4400.04
ORD201703311995,mobile,Android,(not set),(none),Americas,16,4,4392.64
ORD201705012233,desktop,Macintosh,(not set),organic,Americas,20,5,4390.7000000000007
ORD201611303153,desktop,Chrome OS,(not set),(none),Americas,8,2,4390.0
ORD201609131431,desktop,Macintosh,(not set),(none),Americas,8,1,4388.56
ORD201704192245,desktop,Macintosh,(not set),(none),Asia,34,4,4387.5300000000007
ORD201611231901,mobile,Android,(not set),(none),Americas,18,3,4378.9500000000007
ORD201706031487,tablet,Android,AW - Accessories,cpc,Americas,18,5,4374.0
ORD201704242155,desktop,Macintosh,(not set),(none),Americas,28,5,4358.06
ORD201706022329,desktop,Macintosh,(not set),(none),Americas,28,6,4339.5800000000017
ORD201703041891,desktop,Windows,(not set),referral,Americas,72,7,4332.1399999999994
ORD201609121699,desktop,Windows,(not set),organic,Americas,24,1,4311.4800000000005
ORD201706072483,desktop,Macintosh,(not set),(none),Americas,34,8,4308.3099999999995
ORD20161001895,desktop,Macintosh,(not set),(none),Americas,14,1,4299.4
ORD201702012296,desktop,Windows,(not set),(none),Americas,14,1,4297.44
ORD201610031739,desktop,Windows,(not set),(none),Americas,26,1,4291.5199999999986
ORD201608101808,desktop,Linux,(not set),(none),Americas,34,1,4276.18
ORD201608121685,desktop,Macintosh,(not set),(none),Americas,10,1,4266.85
ORD201706142516,desktop,Macintosh,(not set),(none),Americas,26,3,4259.58
ORD201702022258,desktop,Chrome OS,(not set),(none),Americas,18,5,4254.21
ORD201704122266,desktop,Macintosh,(not set),(none),Americas,16,1,4238.7199999999984
ORD201702032002,desktop,Macintosh,(not set),(none),Americas,18,3,4228.2000000000007
ORD201701302293,desktop,Chrome OS,(not set),(none),Americas,28,2,4221.7000000000007
ORD201706302515,desktop,Chrome OS,(not set),organic,Americas,14,4,4206.16
ORD201705163254,desktop,Macintosh,(not set),organic,Americas,18,4,4203.9
ORD201703232475,desktop,Macintosh,(not set),organic,Americas,2,1,4200.5
ORD20160904925,desktop,Macintosh,(not set),(none),Americas,20,1,4170.2
ORD201609121657,desktop,Macintosh,(not set),referral,Americas,10,1,4138.65
ORD201703312006,desktop,Macintosh,(not set),organic,Americas,12,3,4118.94
ORD201703251404,desktop,Macintosh,(not set),(none),Americas,38,6,4115.9700000000012
ORD201703292167,desktop,Macintosh,(not set),(none),Americas,6,3,4109.58
ORD201702102085,desktop,Windows,(not set),(none),Americas,10,1,4106.4
ORD201610272086,mobile,Android,(not set),(none),Americas,16,3,4096.0800000000008
ORD201610132229,desktop,Windows,(not set),(none),Americas,16,5,4082.7999999999997
ORD201608291334,desktop,Windows,(not set),(none),Americas,10,1,4039.6499999999996
ORD201702241946,desktop,Macintosh,(not set),(none),Americas,22,3,4036.0500000000006
ORD201612291584,desktop,Macintosh,(not set),(none),Americas,20,5,4032.3
ORD201701182183,desktop,Chrome OS,(not set),organic,Americas,14,3,4018.2099999999991
ORD201706031483,desktop,Macintosh,(not set),(none),Americas,16,3,4012.48
ORD201608171883,desktop,Windows,(not set),(none),Americas,8,1,4007.0
ORD201609161796,desktop,Macintosh,(not set),organic,Americas,18,1,4003.5600000000004
ORD201707102767,desktop,Chrome OS,(not set),(none),Americas,26,2,3999.9700000000003
ORD201609201315,desktop,Macintosh,(not set),(none),Americas,22,1,3997.2899999999991
ORD201703072325,desktop,Windows,(not set),(none),Americas,14,4,3979.1499999999996
ORD201608121790,desktop,Linux,(not set),(none),Americas,24,1,3975.0399999999995
ORD201705082151,desktop,Macintosh,(not set),(none),Americas,12,2,3948.6500000000005
ORD201706022325,desktop,Windows,(not set),(none),Americas,22,1,3910.3899999999994
ORD201609191315,desktop,Windows,(not set),(none),Americas,14,1,3899.0
ORD201609091690,desktop,Macintosh,(not set),organic,Americas,20,1,3887.5
ORD201608181818,desktop,Windows,(not set),(none),Americas,30,1,3869.2499999999986
ORD201610182002,desktop,Macintosh,(not set),(none),Americas,4,1,3834.0
ORD201701102112,desktop,Windows,(not set),(none),Americas,6,1,3823.3500000000004
ORD201705312629,desktop,Chrome OS,(not set),(none),Americas,18,3,3809.3400000000011
ORD201611162442,desktop,Macintosh,(not set),(none),Americas,10,4,3793.15
ORD201610211868,desktop,Windows,(not set),(none),Americas,50,2,3788.7500000000009
ORD201608141013,desktop,Macintosh,(not set),(none),Americas,8,1,3780.5200000000004
ORD201703282289,desktop,Windows,(not set),referral,Americas,18,4,3776.8500000000004
ORD201608251626,desktop,Windows,(not set),(none),Americas,22,1,3774.4300000000007
ORD201611102187,desktop,Chrome OS,(not set),(none),Americas,14,3,3774.3999999999996
ORD201703152239,desktop,Macintosh,(not set),(none),Americas,18,2,3769.8299999999995
ORD201705173305,desktop,Chrome OS,(not set),(none),Americas,26,6,3765.08
ORD201701302270,desktop,Windows,(not set),(none),Americas,20,4,3757.3999999999996
ORD201610031731,desktop,Macintosh,(not set),(none),Americas,18,1,3740.8500000000004
ORD201608171888,desktop,Windows,(not set),(none),Americas,26,1,3735.809999999999
ORD201705152480,desktop,Macintosh,(not set),organic,Americas,10,5,3727.4
ORD201704141628,desktop,Chrome OS,(not set),organic,Americas,14,1,3696.3500000000004
ORD201608091901,desktop,Windows,(not set),organic,Americas,30,1,3684.1600000000008
ORD201608312267,desktop,Macintosh,(not set),(none),Americas,28,1,3680.7399999999993
ORD201706181554,desktop,Macintosh,(not set),(none),Americas,8,1,3674.08
ORD201608121811,desktop,Macintosh,(not set),(none),Americas,36,1,3673.7999999999988
ORD201705163219,desktop,Macintosh,(not set),(none),Americas,8,2,3647.8
ORD201612063214,desktop,Macintosh,(not set),cpm,Americas,10,2,3641.9
ORD201611232445,desktop,Chrome OS,(not set),(none),Americas,30,1,3634.5999999999995
ORD201608221665,desktop,Macintosh,(not set),(none),Americas,12,1,3623.9399999999996
ORD201706162180,desktop,Macintosh,(not set),(none),Americas,12,4,3617.0400000000004
ORD201706122522,desktop,Macintosh,(not set),organic,Americas,4,1,3610.0
ORD201707231799,desktop,Macintosh,(not set),(none),Africa,4,2,3606.8
ORD201608181809,desktop,Windows,(not set),organic,Americas,20,1,3599.8999999999996
ORD201609121664,desktop,Macintosh,(not set),(none),Americas,6,1,3589.5299999999997
ORD201609051246,desktop,Windows,(not set),(none),Americas,40,1,3586.400000000001
ORD201612063247,desktop,Macintosh,(not set),(none),Americas,32,4,3567.5199999999986
ORD201703041514,desktop,Windows,(not set),(none),Americas,94,10,3566.659999999998
ORD201610132187,desktop,Macintosh,(not set),(none),Americas,10,4,3549.5
ORD201608261237,desktop,Macintosh,(not set),organic,Americas,18,1,3547.4399999999996
ORD201608181807,desktop,Macintosh,(not set),(none),Americas,22,1,3543.5399999999991
ORD201611011944,desktop,Macintosh,(not set),(none),Americas,30,3,3528.75
ORD201705121855,desktop,Macintosh,(not set),(none),Americas,4,1,3501.64
ORD201701312041,desktop,Macintosh,(not set),(none),Americas,16,4,3501.0200000000004
ORD201704182249,desktop,Macintosh,(not set),(none),Americas,12,2,3501.0
ORD201608231835,desktop,Chrome OS,(not set),organic,Americas,18,1,3493.89
ORD201610122100,desktop,Macintosh,(not set),(none),Americas,18,1,3477.8699999999994
ORD201609141793,desktop,Macintosh,(not set),(none),Americas,16,1,3465.36
ORD201611201757,desktop,Macintosh,(not set),(none),Americas,14,2,3463.6000000000004
ORD201609161794,desktop,Macintosh,(not set),(none),Americas,22,1,3452.7899999999991
ORD201612012997,desktop,Macintosh,(not set),(none),Americas,8,3,3439.4
ORD201610313984,desktop,Chrome OS,(not set),(none),Americas,16,5,3423.2799999999997
ORD20160813900,desktop,Windows,(not set),organic,Americas,20,1,3420.2
ORD201703142587,desktop,Windows,(not set),referral,Asia,58,1,3410.869999999999
ORD201610121840,desktop,Linux,(not set),(none),Americas,18,1,3407.8500000000004
ORD201704242150,desktop,Macintosh,(not set),(none),Americas,16,3,3405.5999999999995
ORD201609271865,desktop,Macintosh,(not set),(none),Americas,40,1,3403.4999999999995
ORD201705192336,desktop,Macintosh,(not set),organic,Americas,8,3,3360.2
ORD201701032521,desktop,Macintosh,(not set),(none),Americas,10,2,3359.0
ORD201704091482,desktop,Macintosh,(not set),(none),Americas,34,4,3338.1200000000013
ORD201612193492,desktop,Windows,(not set),(none),Americas,32,3,3321.4400000000005
ORD201705312642,desktop,Macintosh,(not set),organic,Americas,56,9,3320.3399999999992
ORD201703142181,desktop,Macintosh,(not set),(none),Americas,28,4,3317.8599999999988
ORD201701252860,desktop,Chrome OS,(not set),(none),Americas,14,2,3303.0899999999997
ORD201702072091,desktop,Windows,(not set),(none),Americas,6,3,3303.0
ORD201707202546,desktop,Macintosh,(not set),(none),Americas,6,3,3300.8999999999996
ORD201701232168,desktop,Windows,(not set),(none),Americas,18,3,3300.4800000000005
ORD201706122287,desktop,Macintosh,(not set),(none),Americas,10,4,3297.6
ORD201610052456,desktop,Windows,(not set),(none),Americas,28,1,3290.7000000000007
ORD201612102109,desktop,Windows,(not set),(none),Americas,32,3,3289.4400000000005
ORD201704032169,desktop,Macintosh,(not set),(none),Americas,12,2,3276.24
ORD201703092050,desktop,Macintosh,(not set),(none),Americas,14,2,3274.6000000000004
ORD201704081513,desktop,Chrome OS,(not set),(none),Americas,60,4,3270.8999999999996
ORD201612083192,desktop,Macintosh,(not set),(none),Americas,22,2,3263.59
ORD201609261805,desktop,Windows,AW - Dynamic Search Ads Whole Site,cpc,Americas,16,1,3261.92
ORD201701131860,desktop,Chrome OS,(not set),referral,Americas,16,5,3256.7200000000003
ORD201705232250,desktop,Macintosh,(not set),(none),Americas,30,1,3246.4499999999994
ORD201611102213,desktop,Macintosh,(not set),(none),Americas,18,3,3240.09
ORD201703212351,desktop,Macintosh,(not set),(none),Americas,16,3,3224.48
ORD201609021617,desktop,Windows,(not set),(none),Americas,10,1,3222.5
ORD201608051794,desktop,Windows,(not set),(none),Americas,18,1,3203.7300000000005
ORD201701062111,desktop,Chrome OS,(not set),(none),Americas,8,2,3201.4
ORD201610182105,mobile,Android,(not set),(none),Americas,14,4,3198.37
ORD201611283799,desktop,Windows,(not set),(none),Americas,14,4,3195.0099999999998
ORD201707242407,mobile,Android,AW - Accessories,cpc,Americas,8,2,3192.32
ORD201611172371,desktop,Windows,(not set),referral,Americas,14,5,3189.3399999999997
ORD201706122543,desktop,Macintosh,(not set),(none),Americas,6,3,3181.4700000000003
ORD201609301540,desktop,Chrome OS,(not set),(none),Americas,24,1,3168.8400000000006
ORD201611172418,desktop,Macintosh,(not set),(none),Americas,20,6,3164.0000000000005
ORD201612072845,desktop,Windows,(not set),(none),Americas,22,4,3154.91
ORD201706082387,desktop,Chrome OS,(not set),(none),Americas,12,3,3141.24
ORD201610141919,desktop,Chrome OS,(not set),(none),Americas,10,4,3128.5
ORD201702082365,desktop,Macintosh,(not set),(none),Americas,8,3,3114.36
ORD201703072346,desktop,Macintosh,(not set),(none),Americas,6,3,3111.63
ORD201707262726,desktop,Chrome OS,(not set),(none),Americas,16,1,3106.5200000000004
ORD201611303310,desktop,Macintosh,(not set),(none),Americas,12,2,3092.7
ORD201701271872,desktop,Macintosh,(not set),(none),Americas,30,5,3092.2500000000009
ORD201611293456,desktop,Chrome OS,(not set),referral,Americas,16,4,3074.08
ORD201610122118,desktop,Macintosh,(not set),(none),Americas,8,1,3073.0
ORD201702162358,desktop,Macintosh,(not set),(none),Americas,10,1,3068.0
ORD201705052058,desktop,Macintosh,(not set),organic,Americas,18,4,3050.19
ORD201702202032,desktop,Chrome OS,(not set),(none),Americas,8,3,3031.84
ORD201701161771,desktop,Macintosh,(not set),(none),Asia,16,3,3026.0
ORD201707252566,desktop,Macintosh,(not set),(none),Africa,4,2,3022.0
ORD201701262088,desktop,Macintosh,(not set),cpm,Americas,10,3,3014.5499999999997
ORD201608231832,desktop,Macintosh,(not set),(none),Americas,18,1,2999.8300000000004
ORD201703212359,desktop,Macintosh,(not set),organic,Americas,22,6,2999.6999999999994
ORD201705102186,desktop,Windows,(not set),organic,Americas,18,4,2997.09
ORD201610281755,desktop,Windows,(not set),referral,Americas,10,5,2987.25
ORD201608181824,desktop,Windows,(not set),organic,Americas,30,1,2983.4999999999991
ORD201702282124,desktop,Linux,(not set),organic,Americas,14,4,2980.11
